link_id, from_tile_id, from_pos_idx, to_tile_id, to_pos_idx, control_radius_percent, color, ref_color, opacity
l6668,tile9,751,tile7,734,0.3, ,c9,0.1
l6669,tile7,734,tile5,768,0.3, ,c7,0.1
l6670,tile5,768,tile0,690,0.3, ,c5,0.1
l6671,tile0,691,tile8,707,0.3, ,c0,0.1
l6672,tile8,707,tile6,747,0.3, ,c8,0.1
l6673,tile6,747,tile5,769,0.3, ,c6,0.1
l6674,tile5,769,tile6,748,0.3, ,c5,0.1
l6675,tile6,748,tile2,730,0.3, ,c6,0.1
l6676,tile2,730,tile7,735,0.3, ,c2,0.1
l6677,tile7,735,tile1,765,0.3, ,c7,0.1
l6678,tile1,765,tile0,692,0.3, ,c1,0.1
l6679,tile0,692,tile9,752,0.3, ,c0,0.1
l6680,tile9,752,tile5,770,0.3, ,c9,0.1
l6681,tile5,770,tile3,731,0.3, ,c5,0.1
l6682,tile3,731,tile5,771,0.3, ,c3,0.1
l6683,tile5,771,tile9,753,0.3, ,c5,0.1
l6684,tile9,753,tile1,766,0.3, ,c9,0.1
l6685,tile1,766,tile9,754,0.3, ,c1,0.1
l6686,tile9,754,tile4,742,0.3, ,c9,0.1
l6687,tile4,742,tile6,749,0.3, ,c4,0.1
l6688,tile6,749,tile5,772,0.3, ,c6,0.1
l6689,tile5,772,tile8,708,0.3, ,c5,0.1
l6690,tile8,708,tile9,755,0.3, ,c8,0.1
l6691,tile9,755,tile7,736,0.3, ,c9,0.1
l6692,tile7,736,tile5,773,0.3, ,c7,0.1
l6693,tile5,773,tile1,767,0.3, ,c5,0.1
l6694,tile1,767,tile4,743,0.3, ,c1,0.1
l6695,tile4,743,tile1,768,0.3, ,c4,0.1
l6696,tile1,768,tile3,732,0.3, ,c1,0.1
l6697,tile3,732,tile1,769,0.3, ,c3,0.1
l6698,tile1,769,tile0,693,0.3, ,c1,0.1
l6699,tile0,693,tile3,733,0.3, ,c0,0.1
l6700,tile3,733,tile4,744,0.3, ,c3,0.1
l6701,tile4,744,tile8,709,0.3, ,c4,0.1
l6702,tile8,709,tile2,731,0.3, ,c8,0.1
l6703,tile2,732,tile7,737,0.3, ,c2,0.1
l6704,tile7,737,tile6,750,0.3, ,c7,0.1
l6705,tile6,750,tile9,756,0.3, ,c6,0.1
l6706,tile9,756,tile3,734,0.3, ,c9,0.1
l6707,tile3,734,tile0,694,0.3, ,c3,0.1
l6708,tile0,694,tile6,751,0.3, ,c0,0.1
l6709,tile6,751,tile2,733,0.3, ,c6,0.1
l6710,tile2,733,tile4,745,0.3, ,c2,0.1
l6711,tile4,745,tile7,738,0.3, ,c4,0.1
l6712,tile7,738,tile4,746,0.3, ,c7,0.1
l6713,tile4,746,tile3,735,0.3, ,c4,0.1
l6714,tile3,735,tile5,774,0.3, ,c3,0.1
l6715,tile5,774,tile3,736,0.3, ,c5,0.1
l6716,tile3,736,tile6,752,0.3, ,c3,0.1
l6717,tile6,752,tile3,737,0.3, ,c6,0.1
l6718,tile3,737,tile2,734,0.3, ,c3,0.1
l6719,tile2,734,tile5,775,0.3, ,c2,0.1
l6720,tile5,775,tile6,753,0.3, ,c5,0.1
l6721,tile6,753,tile9,757,0.3, ,c6,0.1
l6722,tile9,757,tile1,770,0.3, ,c9,0.1
l6723,tile1,770,tile6,754,0.3, ,c1,0.1
l6724,tile6,754,tile0,695,0.3, ,c6,0.1
l6725,tile0,695,tile7,739,0.3, ,c0,0.1
l6726,tile7,739,tile8,710,0.3, ,c7,0.1
l6727,tile8,710,tile1,771,0.3, ,c8,0.1
l6728,tile1,771,tile5,776,0.3, ,c1,0.1
l6729,tile5,776,tile4,747,0.3, ,c5,0.1
l6730,tile4,747,tile7,740,0.3, ,c4,0.1
l6731,tile7,740,tile8,711,0.3, ,c7,0.1
l6732,tile8,711,tile1,772,0.3, ,c8,0.1
l6733,tile1,772,tile8,712,0.3, ,c1,0.1
l6734,tile8,712,tile1,773,0.3, ,c8,0.1
l6735,tile1,774,tile5,777,0.3, ,c1,0.1
l6736,tile5,777,tile2,735,0.3, ,c5,0.1
l6737,tile2,735,tile8,713,0.3, ,c2,0.1
l6738,tile8,713,tile4,748,0.3, ,c8,0.1
l6739,tile4,748,tile3,738,0.3, ,c4,0.1
l6740,tile3,738,tile6,755,0.3, ,c3,0.1
l6741,tile6,756,tile7,741,0.3, ,c6,0.1
l6742,tile7,741,tile9,758,0.3, ,c7,0.1
l6743,tile9,758,tile5,778,0.3, ,c9,0.1
l6744,tile5,778,tile7,742,0.3, ,c5,0.1
l6745,tile7,742,tile0,696,0.3, ,c7,0.1
l6746,tile0,696,tile6,757,0.3, ,c0,0.1
l6747,tile6,757,tile1,775,0.3, ,c6,0.1
l6748,tile1,776,tile0,697,0.3, ,c1,0.1
l6749,tile0,697,tile8,714,0.3, ,c0,0.1
l6750,tile8,714,tile6,758,0.3, ,c8,0.1
l6751,tile6,758,tile1,777,0.3, ,c6,0.1
l6752,tile1,777,tile5,779,0.3, ,c1,0.1
l6753,tile5,779,tile3,739,0.3, ,c5,0.1
l6754,tile3,740,tile1,778,0.3, ,c3,0.1
l6755,tile1,778,tile5,780,0.3, ,c1,0.1
l6756,tile5,780,tile0,698,0.3, ,c5,0.1
l6757,tile0,698,tile4,749,0.3, ,c0,0.1
l6758,tile4,750,tile5,781,0.3, ,c4,0.1
l6759,tile5,781,tile2,736,0.3, ,c5,0.1
l6760,tile2,736,tile1,779,0.3, ,c2,0.1
l6761,tile1,779,tile2,737,0.3, ,c1,0.1
l6762,tile2,737,tile7,743,0.3, ,c2,0.1
l6763,tile7,743,tile4,751,0.3, ,c7,0.1
l6764,tile4,751,tile7,744,0.3, ,c4,0.1
l6765,tile7,744,tile3,741,0.3, ,c7,0.1
l6766,tile3,741,tile9,759,0.3, ,c3,0.1
l6767,tile9,759,tile2,738,0.3, ,c9,0.1
l6768,tile2,738,tile4,752,0.3, ,c2,0.1
l6769,tile4,752,tile5,782,0.3, ,c4,0.1
l6770,tile5,782,tile4,753,0.3, ,c5,0.1
l6771,tile4,754,tile9,760,0.3, ,c4,0.1
l6772,tile9,760,tile4,755,0.3, ,c9,0.1
l6773,tile4,755,tile5,783,0.3, ,c4,0.1
l6774,tile5,783,tile4,756,0.3, ,c5,0.1
l6775,tile4,756,tile2,739,0.3, ,c4,0.1
l6776,tile2,739,tile3,742,0.3, ,c2,0.1
l6777,tile3,742,tile6,759,0.3, ,c3,0.1
l6778,tile6,759,tile8,715,0.3, ,c6,0.1
l6779,tile8,715,tile2,740,0.3, ,c8,0.1
l6780,tile2,740,tile8,716,0.3, ,c2,0.1
l6781,tile8,717,tile6,760,0.3, ,c8,0.1
l6782,tile6,760,tile0,699,0.3, ,c6,0.1
l6783,tile0,699,tile6,761,0.3, ,c0,0.1
l6784,tile6,761,tile1,780,0.3, ,c6,0.1
l6785,tile1,780,tile3,743,0.3, ,c1,0.1
l6786,tile3,743,tile4,757,0.3, ,c3,0.1
l6787,tile4,757,tile0,700,0.3, ,c4,0.1
l6788,tile0,700,tile8,718,0.3, ,c0,0.1
l6789,tile8,718,tile4,758,0.3, ,c8,0.1
l6790,tile4,758,tile1,781,0.3, ,c4,0.1
l6791,tile1,781,tile4,759,0.3, ,c1,0.1
l6792,tile4,759,tile8,719,0.3, ,c4,0.1
l6793,tile8,719,tile6,762,0.3, ,c8,0.1
l6794,tile6,762,tile3,744,0.3, ,c6,0.1
l6795,tile3,744,tile7,745,0.3, ,c3,0.1
l6796,tile7,746,tile6,763,0.3, ,c7,0.1
l6797,tile6,763,tile7,747,0.3, ,c6,0.1
l6798,tile7,747,tile0,701,0.3, ,c7,0.1
l6799,tile0,702,tile9,761,0.3, ,c0,0.1
l6800,tile9,761,tile6,764,0.3, ,c9,0.1
l6801,tile6,764,tile1,782,0.3, ,c6,0.1
l6802,tile1,782,tile2,741,0.3, ,c1,0.1
l6803,tile2,741,tile0,703,0.3, ,c2,0.1
l6804,tile0,703,tile7,748,0.3, ,c0,0.1
l6805,tile7,748,tile1,783,0.3, ,c7,0.1
l6806,tile1,783,tile5,784,0.3, ,c1,0.1
l6807,tile5,784,tile1,784,0.3, ,c5,0.1
l6808,tile1,784,tile2,742,0.3, ,c1,0.1
l6809,tile2,742,tile4,760,0.3, ,c2,0.1
l6810,tile4,760,tile9,762,0.3, ,c4,0.1
l6811,tile9,762,tile1,785,0.3, ,c9,0.1
l6812,tile1,785,tile4,761,0.3, ,c1,0.1
l6813,tile4,761,tile0,704,0.3, ,c4,0.1
l6814,tile0,704,tile4,762,0.3, ,c0,0.1
l6815,tile4,762,tile3,745,0.3, ,c4,0.1
l6816,tile3,745,tile0,705,0.3, ,c3,0.1
l6817,tile0,705,tile2,743,0.3, ,c0,0.1
l6818,tile2,743,tile7,749,0.3, ,c2,0.1
l6819,tile7,749,tile2,744,0.3, ,c7,0.1
l6820,tile2,744,tile5,785,0.3, ,c2,0.1
l6821,tile5,785,tile3,746,0.3, ,c5,0.1
l6822,tile3,746,tile8,720,0.3, ,c3,0.1
l6823,tile8,720,tile6,765,0.3, ,c8,0.1
l6824,tile6,765,tile0,706,0.3, ,c6,0.1
l6825,tile0,706,tile7,750,0.3, ,c0,0.1
l6826,tile7,750,tile6,766,0.3, ,c7,0.1
l6827,tile6,766,tile4,763,0.3, ,c6,0.1
l6828,tile4,763,tile8,721,0.3, ,c4,0.1
l6829,tile8,721,tile2,745,0.3, ,c8,0.1
l6830,tile2,745,tile3,747,0.3, ,c2,0.1
l6831,tile3,747,tile6,767,0.3, ,c3,0.1
l6832,tile6,767,tile3,748,0.3, ,c6,0.1
l6833,tile3,748,tile4,764,0.3, ,c3,0.1
l6834,tile4,764,tile1,786,0.3, ,c4,0.1
l6835,tile1,786,tile4,765,0.3, ,c1,0.1
l6836,tile4,765,tile3,749,0.3, ,c4,0.1
l6837,tile3,750,tile4,766,0.3, ,c3,0.1
l6838,tile4,766,tile6,768,0.3, ,c4,0.1
l6839,tile6,768,tile2,746,0.3, ,c6,0.1
l6840,tile2,746,tile3,751,0.3, ,c2,0.1
l6841,tile3,751,tile5,786,0.3, ,c3,0.1
l6842,tile5,786,tile1,787,0.3, ,c5,0.1
l6843,tile1,787,tile8,722,0.3, ,c1,0.1
l6844,tile8,722,tile9,763,0.3, ,c8,0.1
l6845,tile9,763,tile7,751,0.3, ,c9,0.1
l6846,tile7,751,tile5,787,0.3, ,c7,0.1
l6847,tile5,787,tile7,752,0.3, ,c5,0.1
l6848,tile7,752,tile6,769,0.3, ,c7,0.1
l6849,tile6,770,tile4,767,0.3, ,c6,0.1
l6850,tile4,767,tile5,788,0.3, ,c4,0.1
l6851,tile5,788,tile2,747,0.3, ,c5,0.1
l6852,tile2,747,tile1,788,0.3, ,c2,0.1
l6853,tile1,788,tile6,771,0.3, ,c1,0.1
l6854,tile6,771,tile4,768,0.3, ,c6,0.1
l6855,tile4,768,tile1,789,0.3, ,c4,0.1
l6856,tile1,789,tile3,752,0.3, ,c1,0.1
l6857,tile3,752,tile7,753,0.3, ,c3,0.1
l6858,tile7,753,tile6,772,0.3, ,c7,0.1
l6859,tile6,772,tile7,754,0.3, ,c6,0.1
l6860,tile7,754,tile9,764,0.3, ,c7,0.1
l6861,tile9,764,tile6,773,0.3, ,c9,0.1
l6862,tile6,773,tile9,765,0.3, ,c6,0.1
l6863,tile9,765,tile0,707,0.3, ,c9,0.1
l6864,tile0,707,tile3,753,0.3, ,c0,0.1
l6865,tile3,753,tile1,790,0.3, ,c3,0.1
l6866,tile1,790,tile4,769,0.3, ,c1,0.1
l6867,tile4,769,tile9,766,0.3, ,c4,0.1
l6868,tile9,766,tile5,789,0.3, ,c9,0.1
l6869,tile5,789,tile0,708,0.3, ,c5,0.1
l6870,tile0,708,tile1,791,0.3, ,c0,0.1
l6871,tile1,791,tile9,767,0.3, ,c1,0.1
l6872,tile9,767,tile1,792,0.3, ,c9,0.1
l6873,tile1,792,tile0,709,0.3, ,c1,0.1
l6874,tile0,709,tile8,723,0.3, ,c0,0.1
l6875,tile8,723,tile5,790,0.3, ,c8,0.1
l6876,tile5,790,tile7,755,0.3, ,c5,0.1
l6877,tile7,755,tile5,791,0.3, ,c7,0.1
l6878,tile5,791,tile9,768,0.3, ,c5,0.1
l6879,tile9,768,tile8,724,0.3, ,c9,0.1
l6880,tile8,724,tile4,770,0.3, ,c8,0.1
l6881,tile4,771,tile2,748,0.3, ,c4,0.1
l6882,tile2,748,tile3,754,0.3, ,c2,0.1
l6883,tile3,754,tile9,769,0.3, ,c3,0.1
l6884,tile9,769,tile1,793,0.3, ,c9,0.1
l6885,tile1,793,tile9,770,0.3, ,c1,0.1
l6886,tile9,770,tile8,725,0.3, ,c9,0.1
l6887,tile8,725,tile6,774,0.3, ,c8,0.1
l6888,tile6,774,tile2,749,0.3, ,c6,0.1
l6889,tile2,749,tile9,771,0.3, ,c2,0.1
l6890,tile9,771,tile1,794,0.3, ,c9,0.1
l6891,tile1,794,tile6,775,0.3, ,c1,0.1
l6892,tile6,775,tile4,772,0.3, ,c6,0.1
l6893,tile4,772,tile2,750,0.3, ,c4,0.1
l6894,tile2,750,tile1,795,0.3, ,c2,0.1
l6895,tile1,795,tile9,772,0.3, ,c1,0.1
l6896,tile9,772,tile3,755,0.3, ,c9,0.1
l6897,tile3,755,tile9,773,0.3, ,c3,0.1
l6898,tile9,774,tile4,773,0.3, ,c9,0.1
l6899,tile4,773,tile9,775,0.3, ,c4,0.1
l6900,tile9,775,tile0,710,0.3, ,c9,0.1
l6901,tile0,710,tile7,756,0.3, ,c0,0.1
l6902,tile7,756,tile2,751,0.3, ,c7,0.1
l6903,tile2,751,tile3,756,0.3, ,c2,0.1
l6904,tile3,756,tile6,776,0.3, ,c3,0.1
l6905,tile6,776,tile2,752,0.3, ,c6,0.1
l6906,tile2,752,tile3,757,0.3, ,c2,0.1
l6907,tile3,757,tile4,774,0.3, ,c3,0.1
l6908,tile4,774,tile6,777,0.3, ,c4,0.1
l6909,tile6,777,tile4,775,0.3, ,c6,0.1
l6910,tile4,775,tile6,778,0.3, ,c4,0.1
l6911,tile6,778,tile8,726,0.3, ,c6,0.1
l6912,tile8,726,tile4,776,0.3, ,c8,0.1
l6913,tile4,777,tile1,796,0.3, ,c4,0.1
l6914,tile1,797,tile7,757,0.3, ,c1,0.1
l6915,tile7,757,tile3,758,0.3, ,c7,0.1
l6916,tile3,758,tile9,776,0.3, ,c3,0.1
l6917,tile9,776,tile4,778,0.3, ,c9,0.1
l6918,tile4,778,tile0,711,0.3, ,c4,0.1
l6919,tile0,711,tile3,759,0.3, ,c0,0.1
l6920,tile3,759,tile2,753,0.3, ,c3,0.1
l6921,tile2,753,tile6,779,0.3, ,c2,0.1
l6922,tile6,779,tile5,792,0.3, ,c6,0.1
l6923,tile5,792,tile9,777,0.3, ,c5,0.1
l6924,tile9,777,tile1,798,0.3, ,c9,0.1
l6925,tile1,798,tile8,727,0.3, ,c1,0.1
l6926,tile8,727,tile4,779,0.3, ,c8,0.1
l6927,tile4,779,tile0,712,0.3, ,c4,0.1
l6928,tile0,712,tile4,780,0.3, ,c0,0.1
l6929,tile4,781,tile3,760,0.3, ,c4,0.1
l6930,tile3,760,tile7,758,0.3, ,c3,0.1
l6931,tile7,758,tile8,728,0.3, ,c7,0.1
l6932,tile8,728,tile0,713,0.3, ,c8,0.1
l6933,tile0,713,tile5,793,0.3, ,c0,0.1
l6934,tile5,793,tile1,799,0.3, ,c5,0.1
l6935,tile1,799,tile3,761,0.3, ,c1,0.1
l6936,tile3,763,tile8,729,0.3, ,c3,0.1
l6937,tile8,729,tile9,778,0.3, ,c8,0.1
l6938,tile9,778,tile4,782,0.3, ,c9,0.1
l6939,tile4,782,tile5,794,0.3, ,c4,0.1
l6940,tile5,794,tile2,754,0.3, ,c5,0.1
l6941,tile2,754,tile5,795,0.3, ,c2,0.1
l6942,tile5,795,tile7,759,0.3, ,c5,0.1
l6943,tile7,759,tile4,783,0.3, ,c7,0.1
l6944,tile4,783,tile2,755,0.3, ,c4,0.1
l6945,tile2,755,tile3,764,0.3, ,c2,0.1
l6946,tile3,764,tile9,779,0.3, ,c3,0.1
l6947,tile9,780,tile5,796,0.3, ,c9,0.1
l6948,tile5,796,tile0,714,0.3, ,c5,0.1
l6949,tile0,714,tile8,730,0.3, ,c0,0.1
l6950,tile8,730,tile2,756,0.3, ,c8,0.1
l6951,tile2,756,tile9,781,0.3, ,c2,0.1
l6952,tile9,781,tile6,780,0.3, ,c9,0.1
l6953,tile6,780,tile5,797,0.3, ,c6,0.1
l6954,tile5,797,tile9,782,0.3, ,c5,0.1
l6955,tile9,782,tile1,800,0.3, ,c9,0.1
l6956,tile1,800,tile2,757,0.3, ,c1,0.1
l6957,tile2,758,tile8,731,0.3, ,c2,0.1
l6958,tile8,731,tile5,798,0.3, ,c8,0.1
l6959,tile5,798,tile0,715,0.3, ,c5,0.1
l6960,tile0,715,tile8,732,0.3, ,c0,0.1
l6961,tile8,732,tile5,799,0.3, ,c8,0.1
l6962,tile5,801,tile8,733,0.3, ,c5,0.1
l6963,tile8,733,tile2,759,0.3, ,c8,0.1
l6964,tile2,759,tile1,801,0.3, ,c2,0.1
l6965,tile1,801,tile5,802,0.3, ,c1,0.1
l6966,tile5,802,tile7,760,0.3, ,c5,0.1
l6967,tile7,760,tile2,760,0.3, ,c7,0.1
l6968,tile2,760,tile5,803,0.3, ,c2,0.1
l6969,tile5,803,tile0,716,0.3, ,c5,0.1
l6970,tile0,716,tile3,765,0.3, ,c0,0.1
l6971,tile3,765,tile1,802,0.3, ,c3,0.1
l6972,tile1,802,tile0,717,0.3, ,c1,0.1
l6973,tile0,717,tile7,761,0.3, ,c0,0.1
l6974,tile7,761,tile1,803,0.3, ,c7,0.1
l6975,tile1,803,tile2,761,0.3, ,c1,0.1
l6976,tile2,761,tile5,804,0.3, ,c2,0.1
l6977,tile5,804,tile7,762,0.3, ,c5,0.1
l6978,tile7,762,tile0,718,0.3, ,c7,0.1
l6979,tile0,718,tile1,804,0.3, ,c0,0.1
l6980,tile1,804,tile2,762,0.3, ,c1,0.1
l6981,tile2,762,tile6,781,0.3, ,c2,0.1
l6982,tile6,782,tile8,734,0.3, ,c6,0.1
l6983,tile8,734,tile3,766,0.3, ,c8,0.1
l6984,tile3,766,tile0,719,0.3, ,c3,0.1
l6985,tile0,719,tile2,763,0.3, ,c0,0.1
l6986,tile2,763,tile4,784,0.3, ,c2,0.1
l6987,tile4,784,tile0,720,0.3, ,c4,0.1
l6988,tile0,720,tile2,764,0.3, ,c0,0.1
l6989,tile2,764,tile9,783,0.3, ,c2,0.1
l6990,tile9,783,tile2,765,0.3, ,c9,0.1
l6991,tile2,765,tile9,784,0.3, ,c2,0.1
l6992,tile9,784,tile5,805,0.3, ,c9,0.1
l6993,tile5,805,tile2,766,0.3, ,c5,0.1
l6994,tile2,766,tile5,806,0.3, ,c2,0.1
l6995,tile5,806,tile2,767,0.3, ,c5,0.1
l6996,tile2,768,tile0,721,0.3, ,c2,0.1
l6997,tile0,721,tile1,805,0.3, ,c0,0.1
l6998,tile1,806,tile8,735,0.3, ,c1,0.1
l6999,tile8,735,tile7,763,0.3, ,c8,0.1
l7000,tile7,763,tile2,769,0.3, ,c7,0.1
l7001,tile2,769,tile6,783,0.3, ,c2,0.1
l7002,tile6,783,tile7,764,0.3, ,c6,0.1
l7003,tile7,764,tile6,784,0.3, ,c7,0.1
l7004,tile6,784,tile7,765,0.3, ,c6,0.1
l7005,tile7,765,tile5,807,0.3, ,c7,0.1
l7006,tile5,807,tile6,785,0.3, ,c5,0.1
l7007,tile6,785,tile2,770,0.3, ,c6,0.1
l7008,tile2,771,tile0,722,0.3, ,c2,0.1
l7009,tile0,722,tile4,785,0.3, ,c0,0.1
l7010,tile4,785,tile1,807,0.3, ,c4,0.1
l7011,tile1,807,tile5,808,0.3, ,c1,0.1
l7012,tile5,808,tile4,786,0.3, ,c5,0.1
l7013,tile4,786,tile2,772,0.3, ,c4,0.1
l7014,tile2,772,tile0,723,0.3, ,c2,0.1
l7015,tile0,723,tile5,809,0.3, ,c0,0.1
l7016,tile5,809,tile1,808,0.3, ,c5,0.1
l7017,tile1,808,tile6,786,0.3, ,c1,0.1
l7018,tile6,786,tile1,809,0.3, ,c6,0.1
l7019,tile1,809,tile8,736,0.3, ,c1,0.1
l7020,tile8,736,tile4,787,0.3, ,c8,0.1
l7021,tile4,787,tile1,810,0.3, ,c4,0.1
l7022,tile1,810,tile6,787,0.3, ,c1,0.1
l7023,tile6,787,tile3,767,0.3, ,c6,0.1
l7024,tile3,767,tile4,788,0.3, ,c3,0.1
l7025,tile4,788,tile8,737,0.3, ,c4,0.1
l7026,tile8,737,tile4,789,0.3, ,c8,0.1
l7027,tile4,789,tile7,766,0.3, ,c4,0.1
l7028,tile7,766,tile5,810,0.3, ,c7,0.1
l7029,tile5,810,tile6,788,0.3, ,c5,0.1
l7030,tile6,788,tile5,811,0.3, ,c6,0.1
l7031,tile5,811,tile1,811,0.3, ,c5,0.1
l7032,tile1,811,tile6,789,0.3, ,c1,0.1
l7033,tile6,789,tile9,785,0.3, ,c6,0.1
l7034,tile9,787,tile8,738,0.3, ,c9,0.1
l7035,tile8,738,tile1,812,0.3, ,c8,0.1
l7036,tile1,813,tile6,790,0.3, ,c1,0.1
l7037,tile6,790,tile1,814,0.3, ,c6,0.1
l7038,tile1,814,tile4,790,0.3, ,c1,0.1
l7039,tile4,790,tile1,815,0.3, ,c4,0.1
l7040,tile1,815,tile0,724,0.3, ,c1,0.1
l7041,tile0,724,tile1,816,0.3, ,c0,0.1
l7042,tile1,816,tile0,725,0.3, ,c1,0.1
l7043,tile0,726,tile2,773,0.3, ,c0,0.1
l7044,tile2,773,tile9,788,0.3, ,c2,0.1
l7045,tile9,789,tile6,791,0.3, ,c9,0.1
l7046,tile6,791,tile0,727,0.3, ,c6,0.1
l7047,tile0,727,tile7,767,0.3, ,c0,0.1
l7048,tile7,767,tile8,739,0.3, ,c7,0.1
l7049,tile8,739,tile3,768,0.3, ,c8,0.1
l7050,tile3,768,tile8,740,0.3, ,c3,0.1
l7051,tile8,740,tile6,792,0.3, ,c8,0.1
l7052,tile6,792,tile9,790,0.3, ,c6,0.1
l7053,tile9,790,tile0,728,0.3, ,c9,0.1
l7054,tile0,728,tile9,791,0.3, ,c0,0.1
l7055,tile9,791,tile2,774,0.3, ,c9,0.1
l7056,tile2,774,tile9,792,0.3, ,c2,0.1
l7057,tile9,792,tile1,817,0.3, ,c9,0.1
l7058,tile1,817,tile6,793,0.3, ,c1,0.1
l7059,tile6,793,tile0,729,0.3, ,c6,0.1
l7060,tile0,729,tile3,769,0.3, ,c0,0.1
l7061,tile3,769,tile0,730,0.3, ,c3,0.1
l7062,tile0,730,tile2,775,0.3, ,c0,0.1
l7063,tile2,775,tile8,741,0.3, ,c2,0.1
l7064,tile8,742,tile4,791,0.3, ,c8,0.1
l7065,tile4,791,tile0,731,0.3, ,c4,0.1
l7066,tile0,732,tile2,776,0.3, ,c0,0.1
l7067,tile2,776,tile6,794,0.3, ,c2,0.1
l7068,tile6,794,tile9,793,0.3, ,c6,0.1
l7069,tile9,793,tile1,818,0.3, ,c9,0.1
l7070,tile1,818,tile0,733,0.3, ,c1,0.1
l7071,tile0,733,tile4,792,0.3, ,c0,0.1
l7072,tile4,792,tile1,819,0.3, ,c4,0.1
l7073,tile1,819,tile4,793,0.3, ,c1,0.1
l7074,tile4,793,tile0,734,0.3, ,c4,0.1
l7075,tile0,734,tile7,768,0.3, ,c0,0.1
l7076,tile7,768,tile9,794,0.3, ,c7,0.1
l7077,tile9,794,tile2,777,0.3, ,c9,0.1
l7078,tile2,777,tile8,743,0.3, ,c2,0.1
l7079,tile8,744,tile6,795,0.3, ,c8,0.1
l7080,tile6,795,tile2,778,0.3, ,c6,0.1
l7081,tile2,778,tile1,820,0.3, ,c2,0.1
l7082,tile1,820,tile5,812,0.3, ,c1,0.1
l7083,tile5,812,tile0,735,0.3, ,c5,0.1
l7084,tile0,735,tile7,769,0.3, ,c0,0.1
l7085,tile7,769,tile8,745,0.3, ,c7,0.1
l7086,tile8,745,tile4,794,0.3, ,c8,0.1
l7087,tile4,794,tile2,779,0.3, ,c4,0.1
l7088,tile2,779,tile4,795,0.3, ,c2,0.1
l7089,tile4,795,tile5,813,0.3, ,c4,0.1
l7090,tile5,813,tile1,821,0.3, ,c5,0.1
l7091,tile1,821,tile6,796,0.3, ,c1,0.1
l7092,tile6,796,tile7,770,0.3, ,c6,0.1
l7093,tile7,770,tile0,736,0.3, ,c7,0.1
l7094,tile0,736,tile9,795,0.3, ,c0,0.1
l7095,tile9,795,tile0,737,0.3, ,c9,0.1
l7096,tile0,737,tile8,746,0.3, ,c0,0.1
l7097,tile8,746,tile7,771,0.3, ,c8,0.1
l7098,tile7,771,tile0,738,0.3, ,c7,0.1
l7099,tile0,740,tile6,797,0.3, ,c0,0.1
l7100,tile6,797,tile9,796,0.3, ,c6,0.1
l7101,tile9,797,tile2,780,0.3, ,c9,0.1
l7102,tile2,780,tile8,747,0.3, ,c2,0.1
l7103,tile8,747,tile2,781,0.3, ,c8,0.1
l7104,tile2,781,tile1,822,0.3, ,c2,0.1
l7105,tile1,822,tile2,782,0.3, ,c1,0.1
l7106,tile2,782,tile0,741,0.3, ,c2,0.1
l7107,tile0,741,tile6,798,0.3, ,c0,0.1
l7108,tile6,799,tile0,742,0.3, ,c6,0.1
l7109,tile0,742,tile4,796,0.3, ,c0,0.1
l7110,tile4,796,tile1,823,0.3, ,c4,0.1
l7111,tile1,823,tile8,748,0.3, ,c1,0.1
l7112,tile8,748,tile3,770,0.3, ,c8,0.1
l7113,tile3,770,tile7,772,0.3, ,c3,0.1
l7114,tile7,772,tile1,824,0.3, ,c7,0.1
l7115,tile1,824,tile8,749,0.3, ,c1,0.1
l7116,tile8,749,tile0,743,0.3, ,c8,0.1
l7117,tile0,743,tile6,800,0.3, ,c0,0.1
l7118,tile6,800,tile5,814,0.3, ,c6,0.1
l7119,tile5,814,tile3,771,0.3, ,c5,0.1
l7120,tile3,771,tile5,815,0.3, ,c3,0.1
l7121,tile5,816,tile6,801,0.3, ,c5,0.1
l7122,tile6,801,tile7,773,0.3, ,c6,0.1
l7123,tile7,773,tile2,783,0.3, ,c7,0.1
l7124,tile2,783,tile5,817,0.3, ,c2,0.1
l7125,tile5,817,tile2,784,0.3, ,c5,0.1
l7126,tile2,784,tile5,818,0.3, ,c2,0.1
l7127,tile5,818,tile3,772,0.3, ,c5,0.1
l7128,tile3,772,tile2,785,0.3, ,c3,0.1
l7129,tile2,785,tile5,819,0.3, ,c2,0.1
l7130,tile5,819,tile6,802,0.3, ,c5,0.1
l7131,tile6,802,tile7,774,0.3, ,c6,0.1
l7132,tile7,774,tile5,820,0.3, ,c7,0.1
l7133,tile5,820,tile3,773,0.3, ,c5,0.1
l7134,tile3,773,tile2,786,0.3, ,c3,0.1
l7135,tile2,786,tile8,750,0.3, ,c2,0.1
l7136,tile8,750,tile6,803,0.3, ,c8,0.1
l7137,tile6,803,tile1,825,0.3, ,c6,0.1
l7138,tile1,825,tile2,787,0.3, ,c1,0.1
l7139,tile2,787,tile9,798,0.3, ,c2,0.1
l7140,tile9,798,tile1,826,0.3, ,c9,0.1
l7141,tile1,826,tile0,744,0.3, ,c1,0.1
l7142,tile0,744,tile4,797,0.3, ,c0,0.1
l7143,tile4,797,tile2,788,0.3, ,c4,0.1
l7144,tile2,788,tile4,798,0.3, ,c2,0.1
l7145,tile4,798,tile8,751,0.3, ,c4,0.1
l7146,tile8,751,tile7,775,0.3, ,c8,0.1
l7147,tile7,776,tile6,804,0.3, ,c7,0.1
