link_id, from_tile_id, from_pos_idx, to_tile_id, to_pos_idx, control_radius_percent, color, ref_color, opacity
l1,tile3,0,tile1,0,0.3, ,c3,0.1
l2,tile1,0,tile4,0,0.3, ,c1,0.1
l3,tile4,0,tile1,1,0.3, ,c4,0.1
l4,tile1,1,tile5,0,0.3, ,c1,0.1
l5,tile5,0,tile9,0,0.3, ,c5,0.1
l6,tile9,0,tile2,0,0.3, ,c9,0.1
l7,tile2,0,tile6,0,0.3, ,c2,0.1
l8,tile6,0,tile5,1,0.3, ,c6,0.1
l9,tile5,1,tile3,1,0.3, ,c5,0.1
l10,tile3,1,tile5,2,0.3, ,c3,0.1
l11,tile5,2,tile8,0,0.3, ,c5,0.1
l12,tile8,0,tile9,1,0.3, ,c8,0.1
l13,tile9,1,tile7,0,0.3, ,c9,0.1
l14,tile7,0,tile9,2,0.3, ,c7,0.1
l15,tile9,2,tile3,2,0.3, ,c9,0.1
l16,tile3,2,tile2,1,0.3, ,c3,0.1
l17,tile2,1,tile3,3,0.3, ,c2,0.1
l18,tile3,3,tile8,1,0.3, ,c3,0.1
l19,tile8,1,tile4,1,0.3, ,c8,0.1
l20,tile4,1,tile6,1,0.3, ,c4,0.1
l21,tile6,1,tile2,2,0.3, ,c6,0.1
l22,tile2,2,tile6,2,0.3, ,c2,0.1
l23,tile6,2,tile4,2,0.3, ,c6,0.1
l24,tile4,2,tile3,4,0.3, ,c4,0.1
l25,tile3,5,tile8,2,0.3, ,c3,0.1
l26,tile8,2,tile3,6,0.3, ,c8,0.1
l27,tile3,6,tile2,3,0.3, ,c3,0.1
l28,tile2,3,tile7,1,0.3, ,c2,0.1
l29,tile7,1,tile9,3,0.3, ,c7,0.1
l30,tile9,3,tile5,3,0.3, ,c9,0.1
l31,tile5,3,tile0,0,0.3, ,c5,0.1
l32,tile0,0,tile2,4,0.3, ,c0,0.1
l33,tile2,4,tile8,3,0.3, ,c2,0.1
l34,tile8,4,tile4,3,0.3, ,c8,0.1
l35,tile4,3,tile1,2,0.3, ,c4,0.1
l36,tile1,2,tile9,4,0.3, ,c1,0.1
l37,tile9,4,tile7,2,0.3, ,c9,0.1
l38,tile7,2,tile1,3,0.3, ,c7,0.1
l39,tile1,3,tile6,3,0.3, ,c1,0.1
l40,tile6,3,tile9,5,0.3, ,c6,0.1
l41,tile9,5,tile3,7,0.3, ,c9,0.1
l42,tile3,7,tile9,6,0.3, ,c3,0.1
l43,tile9,7,tile3,8,0.3, ,c9,0.1
l44,tile3,8,tile7,3,0.3, ,c3,0.1
l45,tile7,3,tile5,4,0.3, ,c7,0.1
l46,tile5,4,tile1,4,0.3, ,c5,0.1
l47,tile1,4,tile0,1,0.3, ,c1,0.1
l48,tile0,1,tile5,5,0.3, ,c0,0.1
l49,tile5,5,tile8,5,0.3, ,c5,0.1
l50,tile8,5,tile2,5,0.3, ,c8,0.1
l51,tile2,5,tile0,2,0.3, ,c2,0.1
l52,tile0,2,tile9,8,0.3, ,c0,0.1
l53,tile9,8,tile7,4,0.3, ,c9,0.1
l54,tile7,4,tile4,4,0.3, ,c7,0.1
l55,tile4,4,tile9,9,0.3, ,c4,0.1
l56,tile9,9,tile4,5,0.3, ,c9,0.1
l57,tile4,6,tile5,6,0.3, ,c4,0.1
l58,tile5,6,tile9,10,0.3, ,c5,0.1
l59,tile9,10,tile2,6,0.3, ,c9,0.1
l60,tile2,6,tile3,9,0.3, ,c2,0.1
l61,tile3,9,tile0,3,0.3, ,c3,0.1
l62,tile0,3,tile7,5,0.3, ,c0,0.1
l63,tile7,5,tile8,6,0.3, ,c7,0.1
l64,tile8,6,tile1,5,0.3, ,c8,0.1
l65,tile1,5,tile6,4,0.3, ,c1,0.1
l66,tile6,4,tile4,7,0.3, ,c6,0.1
l67,tile4,7,tile0,4,0.3, ,c4,0.1
l68,tile0,4,tile6,5,0.3, ,c0,0.1
l69,tile6,5,tile2,7,0.3, ,c6,0.1
l70,tile2,7,tile8,7,0.3, ,c2,0.1
l71,tile8,7,tile6,6,0.3, ,c8,0.1
l72,tile6,6,tile2,8,0.3, ,c6,0.1
l73,tile2,8,tile0,5,0.3, ,c2,0.1
l74,tile0,5,tile8,8,0.3, ,c0,0.1
l75,tile8,8,tile9,11,0.3, ,c8,0.1
l76,tile9,12,tile8,9,0.3, ,c9,0.1
l77,tile8,9,tile6,7,0.3, ,c8,0.1
l78,tile6,7,tile2,9,0.3, ,c6,0.1
l79,tile2,9,tile8,10,0.3, ,c2,0.1
l80,tile8,10,tile0,6,0.3, ,c8,0.1
l81,tile0,6,tile3,10,0.3, ,c0,0.1
l82,tile3,10,tile4,8,0.3, ,c3,0.1
l83,tile4,8,tile8,11,0.3, ,c4,0.1
l84,tile8,11,tile2,10,0.3, ,c8,0.1
l85,tile2,10,tile5,7,0.3, ,c2,0.1
l86,tile5,7,tile3,11,0.3, ,c5,0.1
l87,tile3,11,tile4,9,0.3, ,c3,0.1
l88,tile4,9,tile2,11,0.3, ,c4,0.1
l89,tile2,11,tile1,6,0.3, ,c2,0.1
l90,tile1,7,tile7,6,0.3, ,c1,0.1
l91,tile7,6,tile0,7,0.3, ,c7,0.1
l92,tile0,7,tile6,8,0.3, ,c0,0.1
l93,tile6,8,tile7,7,0.3, ,c6,0.1
l94,tile7,7,tile9,13,0.3, ,c7,0.1
l95,tile9,13,tile8,12,0.3, ,c9,0.1
l96,tile8,12,tile2,12,0.3, ,c8,0.1
l97,tile2,12,tile1,8,0.3, ,c2,0.1
l98,tile1,8,tile4,10,0.3, ,c1,0.1
l99,tile4,10,tile8,13,0.3, ,c4,0.1
l100,tile8,13,tile0,8,0.3, ,c8,0.1
l101,tile0,8,tile8,14,0.3, ,c0,0.1
l102,tile8,14,tile6,9,0.3, ,c8,0.1
l103,tile6,9,tile5,8,0.3, ,c6,0.1
l104,tile5,8,tile1,9,0.3, ,c5,0.1
l105,tile1,9,tile3,12,0.3, ,c1,0.1
l106,tile3,12,tile2,13,0.3, ,c3,0.1
l107,tile2,13,tile8,15,0.3, ,c2,0.1
l108,tile8,15,tile2,14,0.3, ,c8,0.1
l109,tile2,14,tile3,13,0.3, ,c2,0.1
l110,tile3,13,tile0,9,0.3, ,c3,0.1
l111,tile0,9,tile6,10,0.3, ,c0,0.1
l112,tile6,11,tile4,11,0.3, ,c6,0.1
l113,tile4,11,tile7,8,0.3, ,c4,0.1
l114,tile7,8,tile0,10,0.3, ,c7,0.1
l115,tile0,10,tile9,14,0.3, ,c0,0.1
l116,tile9,14,tile3,14,0.3, ,c9,0.1
l117,tile3,14,tile8,16,0.3, ,c3,0.1
l118,tile8,16,tile4,12,0.3, ,c8,0.1
l119,tile4,13,tile6,12,0.3, ,c4,0.1
l120,tile6,12,tile0,11,0.3, ,c6,0.1
l121,tile0,11,tile9,15,0.3, ,c0,0.1
l122,tile9,15,tile5,9,0.3, ,c9,0.1
l123,tile5,10,tile0,12,0.3, ,c5,0.1
l124,tile0,12,tile5,11,0.3, ,c0,0.1
l125,tile5,11,tile8,17,0.3, ,c5,0.1
l126,tile8,17,tile2,15,0.3, ,c8,0.1
l127,tile2,16,tile3,15,0.3, ,c2,0.1
l128,tile3,15,tile1,10,0.3, ,c3,0.1
l129,tile1,10,tile7,9,0.3, ,c1,0.1
l130,tile7,9,tile2,17,0.3, ,c7,0.1
l131,tile2,17,tile5,12,0.3, ,c2,0.1
l132,tile5,12,tile3,16,0.3, ,c5,0.1
l133,tile3,16,tile5,13,0.3, ,c3,0.1
l134,tile5,13,tile9,16,0.3, ,c5,0.1
l135,tile9,16,tile4,14,0.3, ,c9,0.1
l136,tile4,14,tile0,13,0.3, ,c4,0.1
l137,tile0,13,tile8,18,0.3, ,c0,0.1
l138,tile8,18,tile1,11,0.3, ,c8,0.1
l139,tile1,11,tile2,18,0.3, ,c1,0.1
l140,tile2,18,tile8,19,0.3, ,c2,0.1
l141,tile8,19,tile4,15,0.3, ,c8,0.1
l142,tile4,15,tile8,20,0.3, ,c4,0.1
l143,tile8,20,tile1,12,0.3, ,c8,0.1
l144,tile1,14,tile7,10,0.3, ,c1,0.1
l145,tile7,10,tile4,16,0.3, ,c7,0.1
l146,tile4,16,tile5,14,0.3, ,c4,0.1
l147,tile5,14,tile0,14,0.3, ,c5,0.1
l148,tile0,14,tile2,19,0.3, ,c0,0.1
l149,tile2,19,tile8,21,0.3, ,c2,0.1
l150,tile8,21,tile4,17,0.3, ,c8,0.1
l151,tile4,17,tile1,15,0.3, ,c4,0.1
l152,tile1,15,tile0,15,0.3, ,c1,0.1
l153,tile0,15,tile2,20,0.3, ,c0,0.1
l154,tile2,20,tile7,11,0.3, ,c2,0.1
l155,tile7,11,tile0,16,0.3, ,c7,0.1
l156,tile0,16,tile1,16,0.3, ,c0,0.1
l157,tile1,16,tile9,17,0.3, ,c1,0.1
l158,tile9,17,tile3,17,0.3, ,c9,0.1
l159,tile3,17,tile8,22,0.3, ,c3,0.1
l160,tile8,22,tile5,15,0.3, ,c8,0.1
l161,tile5,15,tile2,21,0.3, ,c5,0.1
l162,tile2,21,tile1,17,0.3, ,c2,0.1
l163,tile1,18,tile0,17,0.3, ,c1,0.1
l164,tile0,17,tile5,16,0.3, ,c0,0.1
l165,tile5,18,tile9,18,0.3, ,c5,0.1
l166,tile9,18,tile6,13,0.3, ,c9,0.1
l167,tile6,13,tile4,18,0.3, ,c6,0.1
l168,tile4,19,tile6,14,0.3, ,c4,0.1
l169,tile6,14,tile2,22,0.3, ,c6,0.1
l170,tile2,23,tile9,19,0.3, ,c2,0.1
l171,tile9,19,tile4,20,0.3, ,c9,0.1
l172,tile4,20,tile8,23,0.3, ,c4,0.1
l173,tile8,23,tile9,20,0.3, ,c8,0.1
l174,tile9,20,tile5,19,0.3, ,c9,0.1
l175,tile5,19,tile4,21,0.3, ,c5,0.1
l176,tile4,21,tile9,21,0.3, ,c4,0.1
l177,tile9,21,tile3,18,0.3, ,c9,0.1
l178,tile3,18,tile0,18,0.3, ,c3,0.1
l179,tile0,18,tile3,19,0.3, ,c0,0.1
l180,tile3,19,tile8,24,0.3, ,c3,0.1
l181,tile8,24,tile1,19,0.3, ,c8,0.1
l182,tile1,19,tile9,22,0.3, ,c1,0.1
l183,tile9,22,tile6,15,0.3, ,c9,0.1
l184,tile6,15,tile4,22,0.3, ,c6,0.1
l185,tile4,23,tile2,24,0.3, ,c4,0.1
l186,tile2,24,tile8,25,0.3, ,c2,0.1
l187,tile8,26,tile1,20,0.3, ,c8,0.1
l188,tile1,20,tile0,19,0.3, ,c1,0.1
l189,tile0,19,tile9,23,0.3, ,c0,0.1
l190,tile9,23,tile7,12,0.3, ,c9,0.1
l191,tile7,12,tile5,20,0.3, ,c7,0.1
l192,tile5,20,tile6,16,0.3, ,c5,0.1
l193,tile6,17,tile5,21,0.3, ,c6,0.1
l194,tile5,21,tile9,24,0.3, ,c5,0.1
l195,tile9,24,tile3,20,0.3, ,c9,0.1
l196,tile3,21,tile4,24,0.3, ,c3,0.1
l197,tile4,25,tile6,18,0.3, ,c4,0.1
l198,tile6,18,tile1,21,0.3, ,c6,0.1
l199,tile1,21,tile2,25,0.3, ,c1,0.1
l200,tile2,25,tile8,27,0.3, ,c2,0.1
l201,tile8,27,tile4,26,0.3, ,c8,0.1
l202,tile4,26,tile7,13,0.3, ,c4,0.1
l203,tile7,13,tile5,22,0.3, ,c7,0.1
l204,tile5,22,tile6,19,0.3, ,c5,0.1
l205,tile6,19,tile4,27,0.3, ,c6,0.1
l206,tile4,27,tile8,28,0.3, ,c4,0.1
l207,tile8,28,tile2,26,0.3, ,c8,0.1
l208,tile2,26,tile3,22,0.3, ,c2,0.1
l209,tile3,23,tile7,14,0.3, ,c3,0.1
l210,tile7,14,tile8,29,0.3, ,c7,0.1
l211,tile8,29,tile6,20,0.3, ,c8,0.1
l212,tile6,20,tile7,15,0.3, ,c6,0.1
l213,tile7,15,tile8,30,0.3, ,c7,0.1
l214,tile8,30,tile3,24,0.3, ,c8,0.1
l215,tile3,24,tile1,22,0.3, ,c3,0.1
l216,tile1,22,tile6,21,0.3, ,c1,0.1
l217,tile6,21,tile5,23,0.3, ,c6,0.1
l218,tile5,23,tile2,27,0.3, ,c5,0.1
l219,tile2,27,tile7,16,0.3, ,c2,0.1
l220,tile7,16,tile1,23,0.3, ,c7,0.1
l221,tile1,23,tile2,28,0.3, ,c1,0.1
l222,tile2,28,tile0,20,0.3, ,c2,0.1
l223,tile0,20,tile1,24,0.3, ,c0,0.1
l224,tile1,24,tile9,25,0.3, ,c1,0.1
l225,tile9,25,tile0,21,0.3, ,c9,0.1
l226,tile0,21,tile9,26,0.3, ,c0,0.1
l227,tile9,26,tile1,25,0.3, ,c9,0.1
l228,tile1,25,tile4,28,0.3, ,c1,0.1
l229,tile4,28,tile5,24,0.3, ,c4,0.1
l230,tile5,24,tile6,22,0.3, ,c5,0.1
l231,tile6,22,tile4,29,0.3, ,c6,0.1
l232,tile4,29,tile8,31,0.3, ,c4,0.1
l233,tile8,31,tile5,25,0.3, ,c8,0.1
l234,tile5,25,tile6,23,0.3, ,c5,0.1
l235,tile6,24,tile9,27,0.3, ,c6,0.1
l236,tile9,27,tile2,29,0.3, ,c9,0.1
l237,tile2,29,tile3,25,0.3, ,c2,0.1
l238,tile3,25,tile4,30,0.3, ,c3,0.1
l239,tile4,30,tile6,25,0.3, ,c4,0.1
l240,tile6,25,tile0,22,0.3, ,c6,0.1
l241,tile0,22,tile3,26,0.3, ,c0,0.1
l242,tile3,26,tile4,31,0.3, ,c3,0.1
l243,tile4,31,tile8,32,0.3, ,c4,0.1
l244,tile8,32,tile6,26,0.3, ,c8,0.1
l245,tile6,26,tile1,26,0.3, ,c6,0.1
l246,tile1,26,tile0,23,0.3, ,c1,0.1
l247,tile0,23,tile4,32,0.3, ,c0,0.1
l248,tile4,32,tile5,26,0.3, ,c4,0.1
l249,tile5,26,tile4,33,0.3, ,c5,0.1
l250,tile4,33,tile3,27,0.3, ,c4,0.1
l251,tile3,27,tile2,30,0.3, ,c3,0.1
l252,tile2,30,tile6,27,0.3, ,c2,0.1
l253,tile6,28,tile4,34,0.3, ,c6,0.1
l254,tile4,34,tile8,33,0.3, ,c4,0.1
l255,tile8,33,tile2,31,0.3, ,c8,0.1
l256,tile2,31,tile1,27,0.3, ,c2,0.1
l257,tile1,27,tile3,28,0.3, ,c1,0.1
l258,tile3,29,tile9,28,0.3, ,c3,0.1
l259,tile9,28,tile3,30,0.3, ,c9,0.1
l260,tile3,30,tile6,29,0.3, ,c3,0.1
l261,tile6,29,tile0,24,0.3, ,c6,0.1
l262,tile0,24,tile7,17,0.3, ,c0,0.1
l263,tile7,17,tile2,32,0.3, ,c7,0.1
l264,tile2,32,tile6,30,0.3, ,c2,0.1
l265,tile6,30,tile0,25,0.3, ,c6,0.1
l266,tile0,25,tile2,33,0.3, ,c0,0.1
l267,tile2,33,tile4,35,0.3, ,c2,0.1
l268,tile4,35,tile9,29,0.3, ,c4,0.1
l269,tile9,29,tile1,28,0.3, ,c9,0.1
l270,tile1,28,tile4,36,0.3, ,c1,0.1
l271,tile4,36,tile1,29,0.3, ,c4,0.1
l272,tile1,29,tile2,34,0.3, ,c1,0.1
l273,tile2,34,tile7,18,0.3, ,c2,0.1
l274,tile7,18,tile3,31,0.3, ,c7,0.1
l275,tile3,31,tile7,19,0.3, ,c3,0.1
l276,tile7,19,tile2,35,0.3, ,c7,0.1
l277,tile2,35,tile4,37,0.3, ,c2,0.1
l278,tile4,37,tile5,27,0.3, ,c4,0.1
l279,tile5,27,tile8,34,0.3, ,c5,0.1
l280,tile8,34,tile7,20,0.3, ,c8,0.1
l281,tile7,20,tile0,26,0.3, ,c7,0.1
l282,tile0,27,tile6,31,0.3, ,c0,0.1
l283,tile6,32,tile0,28,0.3, ,c6,0.1
l284,tile0,28,tile6,33,0.3, ,c0,0.1
l285,tile6,33,tile3,32,0.3, ,c6,0.1
l286,tile3,32,tile1,30,0.3, ,c3,0.1
l287,tile1,30,tile5,28,0.3, ,c1,0.1
l288,tile5,29,tile8,35,0.3, ,c5,0.1
l289,tile8,36,tile1,31,0.3, ,c8,0.1
l290,tile1,31,tile7,21,0.3, ,c1,0.1
l291,tile7,21,tile4,38,0.3, ,c7,0.1
l292,tile4,38,tile8,37,0.3, ,c4,0.1
l293,tile8,38,tile1,32,0.3, ,c8,0.1
l294,tile1,32,tile5,30,0.3, ,c1,0.1
l295,tile5,30,tile2,36,0.3, ,c5,0.1
l296,tile2,36,tile0,29,0.3, ,c2,0.1
l297,tile0,29,tile9,30,0.3, ,c0,0.1
l298,tile9,30,tile2,37,0.3, ,c9,0.1
l299,tile2,37,tile0,30,0.3, ,c2,0.1
l300,tile0,30,tile9,31,0.3, ,c0,0.1
l301,tile9,31,tile6,34,0.3, ,c9,0.1
l302,tile6,34,tile2,38,0.3, ,c6,0.1
l303,tile2,38,tile8,39,0.3, ,c2,0.1
l304,tile8,39,tile2,39,0.3, ,c8,0.1
l305,tile2,39,tile9,32,0.3, ,c2,0.1
l306,tile9,32,tile2,40,0.3, ,c9,0.1
l307,tile2,40,tile5,31,0.3, ,c2,0.1
l308,tile5,31,tile4,39,0.3, ,c5,0.1
l309,tile4,39,tile0,31,0.3, ,c4,0.1
l310,tile0,31,tile9,33,0.3, ,c0,0.1
l311,tile9,33,tile1,33,0.3, ,c9,0.1
l312,tile1,33,tile7,22,0.3, ,c1,0.1
l313,tile7,22,tile1,34,0.3, ,c7,0.1
l314,tile1,34,tile5,32,0.3, ,c1,0.1
l315,tile5,32,tile3,33,0.3, ,c5,0.1
l316,tile3,33,tile6,35,0.3, ,c3,0.1
l317,tile6,35,tile4,40,0.3, ,c6,0.1
l318,tile4,40,tile3,34,0.3, ,c4,0.1
l319,tile3,34,tile6,36,0.3, ,c3,0.1
l320,tile6,36,tile7,23,0.3, ,c6,0.1
l321,tile7,23,tile8,40,0.3, ,c7,0.1
l322,tile8,40,tile9,34,0.3, ,c8,0.1
l323,tile9,34,tile2,41,0.3, ,c9,0.1
l324,tile2,41,tile5,33,0.3, ,c2,0.1
l325,tile5,33,tile9,35,0.3, ,c5,0.1
l326,tile9,35,tile0,32,0.3, ,c9,0.1
l327,tile0,32,tile3,35,0.3, ,c0,0.1
l328,tile3,35,tile6,37,0.3, ,c3,0.1
l329,tile6,37,tile0,33,0.3, ,c6,0.1
l330,tile0,34,tile1,35,0.3, ,c0,0.1
l331,tile1,36,tile3,36,0.3, ,c1,0.1
l332,tile3,37,tile0,35,0.3, ,c3,0.1
l333,tile0,35,tile5,34,0.3, ,c0,0.1
l334,tile5,34,tile3,38,0.3, ,c5,0.1
l335,tile3,38,tile0,36,0.3, ,c3,0.1
l336,tile0,36,tile5,35,0.3, ,c0,0.1
l337,tile5,35,tile4,41,0.3, ,c5,0.1
l338,tile4,41,tile8,41,0.3, ,c4,0.1
l339,tile8,42,tile2,42,0.3, ,c8,0.1
l340,tile2,42,tile0,37,0.3, ,c2,0.1
l341,tile0,37,tile4,42,0.3, ,c0,0.1
l342,tile4,42,tile6,38,0.3, ,c4,0.1
l343,tile6,39,tile5,36,0.3, ,c6,0.1
l344,tile5,36,tile2,43,0.3, ,c5,0.1
l345,tile2,43,tile1,37,0.3, ,c2,0.1
l346,tile1,37,tile3,39,0.3, ,c1,0.1
l347,tile3,39,tile8,43,0.3, ,c3,0.1
l348,tile8,43,tile4,43,0.3, ,c8,0.1
l349,tile4,43,tile1,38,0.3, ,c4,0.1
l350,tile1,38,tile4,44,0.3, ,c1,0.1
l351,tile4,44,tile6,40,0.3, ,c4,0.1
l352,tile6,40,tile9,36,0.3, ,c6,0.1
l353,tile9,36,tile5,37,0.3, ,c9,0.1
l354,tile5,37,tile1,39,0.3, ,c5,0.1
l355,tile1,39,tile9,37,0.3, ,c1,0.1
l356,tile9,37,tile4,45,0.3, ,c9,0.1
l357,tile4,45,tile1,40,0.3, ,c4,0.1
l358,tile1,40,tile5,38,0.3, ,c1,0.1
l359,tile5,38,tile1,41,0.3, ,c5,0.1
l360,tile1,42,tile6,41,0.3, ,c1,0.1
l361,tile6,41,tile0,38,0.3, ,c6,0.1
l362,tile0,38,tile9,38,0.3, ,c0,0.1
l363,tile9,38,tile4,46,0.3, ,c9,0.1
l364,tile4,46,tile3,40,0.3, ,c4,0.1
l365,tile3,41,tile0,39,0.3, ,c3,0.1
l366,tile0,39,tile5,39,0.3, ,c0,0.1
l367,tile5,39,tile7,24,0.3, ,c5,0.1
l368,tile7,24,tile2,44,0.3, ,c7,0.1
l369,tile2,44,tile7,25,0.3, ,c2,0.1
l370,tile7,25,tile0,40,0.3, ,c7,0.1
l371,tile0,40,tile3,42,0.3, ,c0,0.1
l372,tile3,42,tile6,42,0.3, ,c3,0.1
l373,tile6,42,tile5,40,0.3, ,c6,0.1
l374,tile5,40,tile7,26,0.3, ,c5,0.1
l375,tile7,26,tile5,41,0.3, ,c7,0.1
l376,tile5,41,tile9,39,0.3, ,c5,0.1
l377,tile9,39,tile5,42,0.3, ,c9,0.1
l378,tile5,42,tile9,40,0.3, ,c5,0.1
l379,tile9,40,tile1,43,0.3, ,c9,0.1
l380,tile1,43,tile9,41,0.3, ,c1,0.1
l381,tile9,41,tile5,43,0.3, ,c9,0.1
l382,tile5,43,tile3,43,0.3, ,c5,0.1
l383,tile3,43,tile0,41,0.3, ,c3,0.1
l384,tile0,41,tile9,42,0.3, ,c0,0.1
l385,tile9,42,tile2,45,0.3, ,c9,0.1
l386,tile2,45,tile1,44,0.3, ,c2,0.1
l387,tile1,44,tile8,44,0.3, ,c1,0.1
l388,tile8,44,tile6,43,0.3, ,c8,0.1
l389,tile6,43,tile1,45,0.3, ,c6,0.1
l390,tile1,46,tile7,27,0.3, ,c1,0.1
l391,tile7,27,tile3,44,0.3, ,c7,0.1
l392,tile3,44,tile8,45,0.3, ,c3,0.1
l393,tile8,45,tile1,47,0.3, ,c8,0.1
l394,tile1,47,tile9,43,0.3, ,c1,0.1
l395,tile9,43,tile3,45,0.3, ,c9,0.1
l396,tile3,45,tile2,46,0.3, ,c3,0.1
l397,tile2,46,tile6,44,0.3, ,c2,0.1
l398,tile6,44,tile1,48,0.3, ,c6,0.1
l399,tile1,49,tile7,28,0.3, ,c1,0.1
l400,tile7,28,tile9,44,0.3, ,c7,0.1
l401,tile9,44,tile3,46,0.3, ,c9,0.1
l402,tile3,46,tile1,50,0.3, ,c3,0.1
l403,tile1,50,tile0,42,0.3, ,c1,0.1
l404,tile0,42,tile5,44,0.3, ,c0,0.1
l405,tile5,44,tile1,51,0.3, ,c5,0.1
l406,tile1,52,tile8,46,0.3, ,c1,0.1
l407,tile8,46,tile5,45,0.3, ,c8,0.1
l408,tile5,45,tile4,47,0.3, ,c5,0.1
l409,tile4,47,tile8,47,0.3, ,c4,0.1
l410,tile8,47,tile0,43,0.3, ,c8,0.1
l411,tile0,43,tile7,29,0.3, ,c0,0.1
l412,tile7,29,tile4,48,0.3, ,c7,0.1
l413,tile4,49,tile6,45,0.3, ,c4,0.1
l414,tile6,45,tile2,47,0.3, ,c6,0.1
l415,tile2,47,tile3,47,0.3, ,c2,0.1
l416,tile3,47,tile7,30,0.3, ,c3,0.1
l417,tile7,30,tile9,45,0.3, ,c7,0.1
l418,tile9,46,tile6,46,0.3, ,c9,0.1
l419,tile6,46,tile2,48,0.3, ,c6,0.1
l420,tile2,48,tile7,31,0.3, ,c2,0.1
l421,tile7,31,tile4,50,0.3, ,c7,0.1
l422,tile4,50,tile9,47,0.3, ,c4,0.1
l423,tile9,47,tile5,46,0.3, ,c9,0.1
l424,tile5,46,tile6,47,0.3, ,c5,0.1
l425,tile6,47,tile7,32,0.3, ,c6,0.1
l426,tile7,32,tile3,48,0.3, ,c7,0.1
l427,tile3,48,tile5,47,0.3, ,c3,0.1
l428,tile5,47,tile1,53,0.3, ,c5,0.1
l429,tile1,53,tile8,48,0.3, ,c1,0.1
l430,tile8,49,tile5,48,0.3, ,c8,0.1
l431,tile5,48,tile7,33,0.3, ,c5,0.1
l432,tile7,33,tile5,49,0.3, ,c7,0.1
l433,tile5,49,tile2,49,0.3, ,c5,0.1
l434,tile2,49,tile7,34,0.3, ,c2,0.1
l435,tile7,34,tile2,50,0.3, ,c7,0.1
l436,tile2,50,tile4,51,0.3, ,c2,0.1
l437,tile4,51,tile8,50,0.3, ,c4,0.1
l438,tile8,50,tile9,48,0.3, ,c8,0.1
l439,tile9,48,tile1,54,0.3, ,c9,0.1
l440,tile1,54,tile2,51,0.3, ,c1,0.1
l441,tile2,52,tile7,35,0.3, ,c2,0.1
l442,tile7,35,tile9,49,0.3, ,c7,0.1
l443,tile9,49,tile3,49,0.3, ,c9,0.1
l444,tile3,49,tile8,51,0.3, ,c3,0.1
l445,tile8,51,tile1,55,0.3, ,c8,0.1
l446,tile1,55,tile8,52,0.3, ,c1,0.1
l447,tile8,52,tile3,50,0.3, ,c8,0.1
l448,tile3,50,tile0,44,0.3, ,c3,0.1
l449,tile0,44,tile1,56,0.3, ,c0,0.1
l450,tile1,57,tile9,50,0.3, ,c1,0.1
l451,tile9,50,tile4,52,0.3, ,c9,0.1
l452,tile4,52,tile9,51,0.3, ,c4,0.1
l453,tile9,51,tile1,58,0.3, ,c9,0.1
l454,tile1,58,tile2,53,0.3, ,c1,0.1
l455,tile2,53,tile9,52,0.3, ,c2,0.1
l456,tile9,52,tile8,53,0.3, ,c9,0.1
l457,tile8,53,tile3,51,0.3, ,c8,0.1
l458,tile3,52,tile6,48,0.3, ,c3,0.1
l459,tile6,48,tile7,36,0.3, ,c6,0.1
l460,tile7,36,tile3,53,0.3, ,c7,0.1
l461,tile3,54,tile6,49,0.3, ,c3,0.1
l462,tile6,49,tile2,54,0.3, ,c6,0.1
l463,tile2,54,tile4,53,0.3, ,c2,0.1
l464,tile4,54,tile0,45,0.3, ,c4,0.1
l465,tile0,45,tile6,50,0.3, ,c0,0.1
l466,tile6,50,tile5,50,0.3, ,c6,0.1
l467,tile5,50,tile6,51,0.3, ,c5,0.1
l468,tile6,52,tile4,55,0.3, ,c6,0.1
l469,tile4,55,tile3,55,0.3, ,c4,0.1
l470,tile3,55,tile0,46,0.3, ,c3,0.1
l471,tile0,46,tile8,54,0.3, ,c0,0.1
l472,tile8,54,tile6,53,0.3, ,c8,0.1
l473,tile6,53,tile0,47,0.3, ,c6,0.1
l474,tile0,47,tile2,55,0.3, ,c0,0.1
l475,tile2,55,tile1,59,0.3, ,c2,0.1
l476,tile1,59,tile3,56,0.3, ,c1,0.1
l477,tile3,56,tile9,53,0.3, ,c3,0.1
l478,tile9,53,tile4,56,0.3, ,c9,0.1
l479,tile4,56,tile9,54,0.3, ,c4,0.1
l480,tile9,54,tile4,57,0.3, ,c9,0.1
l481,tile4,57,tile6,54,0.3, ,c4,0.1
l482,tile6,54,tile3,57,0.3, ,c6,0.1
l483,tile3,57,tile9,55,0.3, ,c3,0.1
l484,tile9,55,tile5,51,0.3, ,c9,0.1
l485,tile5,51,tile2,56,0.3, ,c5,0.1
l486,tile2,57,tile4,58,0.3, ,c2,0.1
l487,tile4,58,tile7,37,0.3, ,c4,0.1
l488,tile7,37,tile3,58,0.3, ,c7,0.1
l489,tile3,58,tile7,38,0.3, ,c3,0.1
l490,tile7,38,tile1,60,0.3, ,c7,0.1
l491,tile1,60,tile9,56,0.3, ,c1,0.1
l492,tile9,56,tile0,48,0.3, ,c9,0.1
l493,tile0,48,tile7,39,0.3, ,c0,0.1
l494,tile7,39,tile0,49,0.3, ,c7,0.1
l495,tile0,49,tile2,58,0.3, ,c0,0.1
l496,tile2,58,tile1,61,0.3, ,c2,0.1
l497,tile1,61,tile7,40,0.3, ,c1,0.1
l498,tile7,40,tile9,57,0.3, ,c7,0.1
